ticket_id,short_description,description,category,assignment_group,resolution
INC1040754,AWS EC2 instance: provisioning request,Andrea Wong requesting provisioning of a new AWS EC2 instance for an upcoming project. Submitted on 2026-06-25.,Cloud Services,Application Support,Provisioned the requested AWS EC2 instance according to standard sizing guidelines and shared access details with Andrea Wong. Time to resolve: next business day.
INC1040755,BillingDB password reset,Darrell Ortiz is unable to log in and has requested a password reset for BillingDB. Request submitted on 2025-06-09 with approval workflow initiated.,Access Management,Service Desk,Reset password for BillingDB account and sent temporary credentials securely to the user; user confirmed successful login. Estimated resolution time: 4 hours.
INC1040756,Email issue: emails going to spam,Edwin reported that they are reports that emails sent to a specific external client are landing in the client's spam folder. First noticed on 2025-12-10.,Email,Service Desk,Reviewed SPF/DKIM/DMARC records and corrected a misconfigured SPF record; deliverability confirmed improved. Confirmed with Edwin that the issue is resolved. Time to resolve: 3 business days.
INC1040757,Email issue: calendar sync issue,Beth reported that they are calendar invites are not syncing correctly between Outlook and mobile device. First noticed on 2026-06-21.,Email,Email Administration,Reconfigured mobile device email profile and forced a manual sync; calendar entries now updating correctly. Confirmed with Beth that the issue is resolved. Time to resolve: 30 minutes.
INC1040758,Keyboard screen is flickering,"Timothy at Remote - Home Office reported that their keyboard (asset tag AST-95330) display flickers intermittently, especially under load. Issue first observed on 2025-10-08. Requesting hardware support to resolve.",Hardware,Desktop Support,Reseated display cable and updated graphics driver on keyboard (asset AST-95330); flickering resolved. Verified with Timothy that the issue is resolved. Estimated resolution time: 2 hours.
INC1040759,Printer-HP-LaserJet-1: paper jam,Michael reported that Printer-HP-LaserJet-1 at Toronto Office has a persistent paper jam that cannot be cleared by the user. Issue reported on 2025-01-06.,Printing,Field Services,Technician cleared a torn paper fragment from the internal rollers of Printer-HP-LaserJet-1 and ran a test print successfully. Time to resolve: 1 hour.
INC1040760,Telephony: call quality issues,Daniel at Singapore Office reported that their phone reports frequent call drops and static during calls. Reported on 2026-05-16.,Telephony,Telecom Support,Identified network congestion on the VoIP VLAN and applied QoS prioritization; call quality confirmed improved. Time to resolve: 15 minutes.
INC1040761,Data loss prevention alert reported by user,Jenna reported a data loss prevention alert via the security hotline. Reported/detected on 2025-12-30.,Security,Security Operations,"Analyzed the reported data loss prevention alert, removed the associated malicious email from all mailboxes, and issued a security awareness reminder to staff. Incident closed after confirming no further malicious activity. Time to resolve: 3 business days."
INC1040762,SharePoint won't save files,Robert reported that SharePoint on Ubuntu 22.04 returns an error and fails to save documents to the shared drive. This is impacting their ability to complete daily tasks. Issue started on 2025-02-09.,Software,Application Support,Corrected file permissions on the shared drive and cleared local SharePoint cache; file saving now works as expected. User confirmed resolution. Time to resolve: 3 business days.
INC1040763,Confluence won't install,Michael reported that Confluence on Ubuntu 22.04 installation fails partway through with error code 0x2549BD. This is impacting their ability to complete daily tasks. Issue started on 2025-02-16.,Software,Application Support,"Downloaded latest installer package for Confluence, ran as administrator, and completed a clean installation. User confirmed resolution. Time to resolve: 1 hour."
INC1040764,Printer-HP-LaserJet-15: paper jam,Ruth reported that Printer-HP-LaserJet-15 at London Office has a persistent paper jam that cannot be cleared by the user. Issue reported on 2024-09-25.,Printing,Field Services,Technician cleared a torn paper fragment from the internal rollers of Printer-HP-LaserJet-15 and ran a test print successfully. Time to resolve: 30 minutes.
INC1040765,FinanceDB data discrepancy,Sarah Sweeney noticed inconsistent record counts between FinanceDB and the reporting dashboard. Reported on 2024-12-28. Impact assessed as affecting downstream reporting.,Database,Database Administration,Traced the discrepancy to a failed ETL job for FinanceDB and re-ran the job successfully; data now reconciled. Time to resolve: 4 hours.
INC1040766,Zoom access revocation,Michael Jackson has changed roles and no longer requires access to Zoom. Request submitted on 2024-12-07 with approval workflow initiated.,Access Management,Service Desk,Revoked Zoom access in accordance with least-privilege policy and updated access records. Estimated resolution time: 1 business day.
INC1040767,Firewall rule speed is degraded,David at Austin Office (IP 192.168.93.162) reports significantly slower than normal speeds on firewall rule. Reported on 2025-05-24. Business impact: unable to access internal resources reliably.,Network,Network Operations,Identified bandwidth saturation from a background process and applied QoS policy to prioritize firewall rule; speeds restored to normal. Confirmed resolution with David. Total time to resolve: 4 hours.
INC1040768,Zoom permission elevation,Jacqueline Herring requires elevated permissions in Zoom to complete a new project. Request submitted on 2026-08-03 with approval workflow initiated.,Access Management,Identity & Access Management,"Elevated permissions were granted in Zoom with manager approval from Laura Swanson, with a scheduled review in 90 days. Estimated resolution time: 1 business day."
INC1040769,Keyboard screen is flickering,"Joseph at New York HQ reported that their keyboard (asset tag AST-35165) display flickers intermittently, especially under load. Issue first observed on 2024-10-08. Requesting hardware support to resolve.",Hardware,Field Services,Reseated display cable and updated graphics driver on keyboard (asset AST-35165); flickering resolved. Verified with Joseph that the issue is resolved. Estimated resolution time: 3 business days.
INC1040770,GCP Cloud Storage bucket: decommission request,Donald Kelly requesting decommissioning of an unused GCP Cloud Storage bucket to reduce costs. Submitted on 2025-12-24.,Cloud Services,Application Support,"Decommissioned the GCP Cloud Storage bucket after confirming no active dependencies, and archived relevant data per policy. Time to resolve: 4 hours."
